DATE,PRODUCT,COMPETITOR,PAY_TYPE,COMPETITOR_PRICE,NUM_EXTRACTIONS,MIN_UNIT_PRICE,MAX_UNIT_PRICE,DIFF_UNIT_PRICE,VAR_UNIT_PRICE,AVG_PRICE
2015-01-01,P7,C3,IMMEDIATE,719.1,1,719.10,719.10,0.00,0.00,719.10
2015-01-01,P7,C4,DEFERRED,799,4,799.00,799.00,0.00,0.00,799.00
2015-01-01,P7,C4,IMMEDIATE,703.12,4,703.12,703.12,0.00,0.00,703.12
2015-01-01,P7,C5,DEFERRED,799,4,799.00,799.00,0.00,0.00,799.00
2015-01-01,P7,C5,IMMEDIATE,759.05,4,759.05,759.05,0.00,0.00,759.05
2015-01-01,P7,C6,DEFERRED,799,2,799.00,799.00,0.00,0.00,799.00
2015-01-01,P7,C6,IMMEDIATE,799,2,799.00,799.00,0.00,0.00,799.00
2015-01-02,P2,C1,DEFERRED,829,2,829.00,829.00,0.00,0.00,829.00
2015-01-02,P2,C1,IMMEDIATE,746.1,1,746.10,746.10,0.00,0.00,746.10
2015-01-02,P2,C1,IMMEDIATE,762.68,1,762.68,762.68,0.00,0.00,762.68
2015-01-02,P2,C2,DEFERRED,829,2,829.00,829.00,0.00,0.00,829.00
2015-01-02,P2,C2,IMMEDIATE,729.52,1,729.52,729.52,0.00,0.00,729.52
2015-01-02,P2,C2,IMMEDIATE,746.1,1,746.10,746.10,0.00,0.00,746.10
2015-01-02,P2,C3,DEFERRED,774.2,1,774.20,774.20,0.00,0.00,774.20
2015-01-02,P2,C3,DEFERRED,818.9,1,818.90,818.90,0.00,0.00,818.90
2015-01-02,P2,C3,IMMEDIATE,774.2,1,774.20,774.20,0.00,0.00,774.20
2015-01-02,P2,C3,IMMEDIATE,818.9,1,818.90,818.90,0.00,0.00,818.90
2015-01-02,P2,C4,DEFERRED,829,2,829.00,829.00,0.00,0.00,829.00
2015-01-02,P2,C4,IMMEDIATE,729.52,2,729.52,729.52,0.00,0.00,729.52
2015-01-02,P2,C6,DEFERRED,829,2,829.00,829.00,0.00,0.00,829.00
2015-01-02,P2,C6,IMMEDIATE,829,2,829.00,829.00,0.00,0.00,829.00
2015-01-02,P6,C1,DEFERRED,1959.9,1,1959.90,1959.90,0.00,0.00,1959.90
2015-01-02,P6,C1,DEFERRED,2199,2,2199.00,2199.00,0.00,0.00,2199.00
2015-01-02,P6,C1,IMMEDIATE,1959.9,1,1959.90,1959.90,0.00,0.00,1959.90
2015-01-02,P6,C1,IMMEDIATE,2023.08,2,2023.08,2023.08,0.00,0.00,2023.08
2015-01-02,P6,C3,DEFERRED,1898,2,1898.00,1898.00,0.00,0.00,1898.00
2015-01-02,P6,C3,DEFERRED,1914.9,2,1914.90,1914.90,0.00,0.00,1914.90
2015-01-02,P6,C3,IMMEDIATE,1898,2,1898.00,1898.00,0.00,0.00,1898.00
2015-01-02,P6,C3,IMMEDIATE,1914.9,2,1914.90,1914.90,0.00,0.00,1914.90
2015-01-02,P6,C4,DEFERRED,2199,2,2199.00,2199.00,0.00,0.00,2199.00
2015-01-02,P6,C4,IMMEDIATE,2199,2,2199.00,2199.00,0.00,0.00,2199.00
2015-01-02,P6,C6,DEFERRED,2199,2,2199.00,2199.00,0.00,0.00,2199.00
2015-01-02,P6,C6,DEFERRED,2229,2,2229.00,2229.00,0.00,0.00,2229.00
2015-01-02,P6,C6,IMMEDIATE,2199,2,2199.00,2199.00,0.00,0.00,2199.00
2015-01-02,P6,C6,IMMEDIATE,2229,2,2229.00,2229.00,0.00,0.00,2229.00
2015-01-02,P7,C4,DEFERRED,799,4,799.00,799.00,0.00,0.00,799.00
2015-01-02,P7,C4,IMMEDIATE,703.12,4,703.12,703.12,0.00,0.00,703.12
2015-01-02,P7,C5,DEFERRED,799,4,799.00,799.00,0.00,0.00,799.00
2015-01-02,P7,C5,IMMEDIATE,759.05,4,759.05,759.05,0.00,0.00,759.05
2015-01-02,P7,C6,DEFERRED,799,2,799.00,799.00,0.00,0.00,799.00
2015-01-02,P7,C6,IMMEDIATE,799,2,799.00,799.00,0.00,0.00,799.00
2015-01-03,P2,C1,DEFERRED,829,2,829.00,829.00,0.00,0.00,829.00
2015-01-03,P2,C1,IMMEDIATE,762.68,2,762.68,762.68,0.00,0.00,762.68
2015-01-03,P2,C2,DEFERRED,829,2,829.00,829.00,0.00,0.00,829.00
2015-01-03,P2,C2,IMMEDIATE,746.1,2,746.10,746.10,0.00,0.00,746.10
2015-01-03,P2,C3,DEFERRED,818.9,2,818.90,818.90,0.00,0.00,818.90
2015-01-03,P2,C3,IMMEDIATE,818.9,2,818.90,818.90,0.00,0.00,818.90
2015-01-03,P2,C4,DEFERRED,829,2,829.00,829.00,0.00,0.00,829.00
2015-01-03,P2,C4,IMMEDIATE,729.52,2,729.52,729.52,0.00,0.00,729.52
2015-01-03,P2,C6,DEFERRED,829,2,829.00,829.00,0.00,0.00,829.00
2015-01-03,P2,C6,IMMEDIATE,829,2,829.00,829.00,0.00,0.00,829.00
2015-01-03,P6,C1,DEFERRED,1959.9,2,1959.90,1959.90,0.00,0.00,1959.90
2015-01-03,P6,C1,IMMEDIATE,1959.9,2,1959.90,1959.90,0.00,0.00,1959.90
2015-01-03,P6,C2,DEFERRED,2199,2,2199.00,2199.00,0.00,0.00,2199.00
2015-01-03,P6,C2,IMMEDIATE,1979.1,2,1979.10,1979.10,0.00,0.00,1979.10
2015-01-03,P6,C3,DEFERRED,1898,2,1898.00,1898.00,0.00,0.00,1898.00
2015-01-03,P6,C3,DEFERRED,1914.9,2,1914.90,1914.90,0.00,0.00,1914.90
2015-01-03,P6,C3,IMMEDIATE,1723.41,2,1723.41,1723.41,0.00,0.00,1723.41
2015-01-03,P6,C3,IMMEDIATE,1898,2,1898.00,1898.00,0.00,0.00,1898.00
2015-01-03,P6,C4,DEFERRED,2199,2,2199.00,2199.00,0.00,0.00,2199.00
2015-01-03,P6,C4,IMMEDIATE,2199,2,2199.00,2199.00,0.00,0.00,2199.00
2015-01-03,P6,C6,DEFERRED,2199,2,2199.00,2199.00,0.00,0.00,2199.00
2015-01-03,P6,C6,DEFERRED,2229,2,2229.00,2229.00,0.00,0.00,2229.00
2015-01-03,P6,C6,IMMEDIATE,2199,2,2199.00,2199.00,0.00,0.00,2199.00
2015-01-03,P6,C6,IMMEDIATE,2229,2,2229.00,2229.00,0.00,0.00,2229.00
2015-01-03,P7,C4,DEFERRED,799,4,799.00,799.00,0.00,0.00,799.00
2015-01-03,P7,C4,IMMEDIATE,703.12,4,703.12,703.12,0.00,0.00,703.12
2015-01-03,P7,C5,DEFERRED,799,4,799.00,799.00,0.00,0.00,799.00
2015-01-03,P7,C5,IMMEDIATE,759.05,4,759.05,759.05,0.00,0.00,759.05
2015-01-03,P7,C6,DEFERRED,799,2,799.00,799.00,0.00,0.00,799.00
2015-01-03,P7,C6,IMMEDIATE,799,2,799.00,799.00,0.00,0.00,799.00
2015-01-04,P2,C1,DEFERRED,829,2,829.00,829.00,0.00,0.00,829.00
2015-01-04,P2,C1,IMMEDIATE,762.68,2,762.68,762.68,0.00,0.00,762.68
2015-01-04,P2,C2,DEFERRED,829,2,829.00,829.00,0.00,0.00,829.00
2015-01-04,P2,C2,IMMEDIATE,746.1,2,746.10,746.10,0.00,0.00,746.10
2015-01-04,P2,C3,DEFERRED,818.9,2,818.90,818.90,0.00,0.00,818.90
2015-01-04,P2,C3,IMMEDIATE,818.9,2,818.90,818.90,0.00,0.00,818.90
2015-01-04,P2,C4,DEFERRED,829,2,829.00,829.00,0.00,0.00,829.00
2015-01-04,P2,C4,IMMEDIATE,729.52,2,729.52,729.52,0.00,0.00,729.52
2015-01-04,P2,C6,DEFERRED,829,2,829.00,829.00,0.00,0.00,829.00
2015-01-04,P2,C6,IMMEDIATE,829,2,829.00,829.00,0.00,0.00,829.00
2015-01-04,P6,C1,DEFERRED,1959.9,2,1959.90,1959.90,0.00,0.00,1959.90
2015-01-04,P6,C1,IMMEDIATE,1959.9,2,1959.90,1959.90,0.00,0.00,1959.90
2015-01-04,P6,C2,DEFERRED,2199,2,2199.00,2199.00,0.00,0.00,2199.00
2015-01-04,P6,C2,IMMEDIATE,1979.1,2,1979.10,1979.10,0.00,0.00,1979.10
2015-01-04,P6,C3,DEFERRED,1898,2,1898.00,1898.00,0.00,0.00,1898.00
2015-01-04,P6,C3,DEFERRED,1914.9,2,1914.90,1914.90,0.00,0.00,1914.90
2015-01-04,P6,C3,IMMEDIATE,1723.41,2,1723.41,1723.41,0.00,0.00,1723.41
2015-01-04,P6,C3,IMMEDIATE,1898,2,1898.00,1898.00,0.00,0.00,1898.00
2015-01-04,P6,C4,DEFERRED,2199,2,2199.00,2199.00,0.00,0.00,2199.00
2015-01-04,P6,C4,IMMEDIATE,2199,2,2199.00,2199.00,0.00,0.00,2199.00
2015-01-04,P6,C6,DEFERRED,2199,2,2199.00,2199.00,0.00,0.00,2199.00
2015-01-04,P6,C6,DEFERRED,2229,2,2229.00,2229.00,0.00,0.00,2229.00
2015-01-04,P6,C6,IMMEDIATE,2199,2,2199.00,2199.00,0.00,0.00,2199.00
2015-01-04,P6,C6,IMMEDIATE,2229,2,2229.00,2229.00,0.00,0.00,2229.00
2015-01-04,P7,C4,DEFERRED,799,4,799.00,799.00,0.00,0.00,799.00
2015-01-04,P7,C4,IMMEDIATE,703.12,4,703.12,703.12,0.00,0.00,703.12
2015-01-04,P7,C5,DEFERRED,799,4,799.00,799.00,0.00,0.00,799.00
2015-01-04,P7,C5,IMMEDIATE,759.05,4,759.05,759.05,0.00,0.00,759.05
2015-01-04,P7,C6,DEFERRED,799,2,799.00,799.00,0.00,0.00,799.00
2015-01-04,P7,C6,IMMEDIATE,799,2,799.00,799.00,0.00,0.00,799.00
2015-01-05,P2,C1,DEFERRED,829,2,829.00,829.00,0.00,0.00,829.00
2015-01-05,P2,C1,IMMEDIATE,762.68,2,762.68,762.68,0.00,0.00,762.68
2015-01-05,P2,C2,DEFERRED,829,2,829.00,829.00,0.00,0.00,829.00
2015-01-05,P2,C2,IMMEDIATE,746.1,2,746.10,746.10,0.00,0.00,746.10
2015-01-05,P2,C3,DEFERRED,818.9,2,818.90,818.90,0.00,0.00,818.90
2015-01-05,P2,C3,IMMEDIATE,818.9,2,818.90,818.90,0.00,0.00,818.90
2015-01-05,P2,C4,DEFERRED,829,2,829.00,829.00,0.00,0.00,829.00
2015-01-05,P2,C4,IMMEDIATE,729.52,2,729.52,729.52,0.00,0.00,729.52
2015-01-05,P2,C6,DEFERRED,829,2,829.00,829.00,0.00,0.00,829.00
2015-01-05,P2,C6,IMMEDIATE,829,2,829.00,829.00,0.00,0.00,829.00
2015-01-05,P6,C1,DEFERRED,1959.9,2,1959.90,1959.90,0.00,0.00,1959.90
2015-01-05,P6,C1,IMMEDIATE,1959.9,2,1959.90,1959.90,0.00,0.00,1959.90
2015-01-05,P6,C3,DEFERRED,1898,2,1898.00,1898.00,0.00,0.00,1898.00
2015-01-05,P6,C3,DEFERRED,1914.9,1,1914.90,1914.90,0.00,0.00,1914.90
2015-01-05,P6,C3,DEFERRED,2039,1,2039.00,2039.00,0.00,0.00,2039.00
2015-01-05,P6,C3,IMMEDIATE,1898,2,1898.00,1898.00,0.00,0.00,1898.00
2015-01-05,P6,C3,IMMEDIATE,1914.9,1,1914.90,1914.90,0.00,0.00,1914.90
2015-01-05,P6,C3,IMMEDIATE,2039,1,2039.00,2039.00,0.00,0.00,2039.00
2015-01-05,P6,C4,DEFERRED,1799,1,1799.00,1799.00,0.00,0.00,1799.00
2015-01-05,P6,C4,DEFERRED,1999,1,1999.00,1999.00,0.00,0.00,1999.00
2015-01-05,P6,C4,IMMEDIATE,1799,1,1799.00,1799.00,0.00,0.00,1799.00
2015-01-05,P6,C4,IMMEDIATE,1999,1,1999.00,1999.00,0.00,0.00,1999.00
2015-01-05,P6,C6,DEFERRED,2199,1,2199.00,2199.00,0.00,0.00,2199.00
2015-01-05,P6,C6,DEFERRED,2229,2,2229.00,2229.00,0.00,0.00,2229.00
2015-01-05,P6,C6,DEFERRED,2799.9,1,2799.90,2799.90,0.00,0.00,2799.90
2015-01-05,P6,C6,IMMEDIATE,2199,1,2199.00,2199.00,0.00,0.00,2199.00
2015-01-05,P6,C6,IMMEDIATE,2229,2,2229.00,2229.00,0.00,0.00,2229.00
2015-01-05,P6,C6,IMMEDIATE,2799.9,1,2799.90,2799.90,0.00,0.00,2799.90
2015-01-05,P7,C4,DEFERRED,799,4,799.00,799.00,0.00,0.00,799.00
2015-01-05,P7,C4,IMMEDIATE,703.12,4,703.12,703.12,0.00,0.00,703.12
2015-01-05,P7,C5,DEFERRED,799,3,799.00,799.00,0.00,0.00,799.00
2015-01-05,P7,C5,IMMEDIATE,759.05,3,759.05,759.05,0.00,0.00,759.05
2015-01-05,P7,C6,DEFERRED,799,2,799.00,799.00,0.00,0.00,799.00
2015-01-05,P7,C6,IMMEDIATE,799,2,799.00,799.00,0.00,0.00,799.00
2015-01-06,P2,C1,DEFERRED,829,2,829.00,829.00,0.00,0.00,829.00
2015-01-06,P2,C1,IMMEDIATE,762.68,2,762.68,762.68,0.00,0.00,762.68
2015-01-06,P2,C2,DEFERRED,828,2,828.00,828.00,0.00,0.00,828.00
2015-01-06,P2,C2,IMMEDIATE,828,2,828.00,828.00,0.00,0.00,828.00
2015-01-06,P2,C3,DEFERRED,828,2,828.00,828.00,0.00,0.00,828.00
2015-01-06,P2,C3,IMMEDIATE,828,2,828.00,828.00,0.00,0.00,828.00
2015-01-06,P2,C4,DEFERRED,829,2,829.00,829.00,0.00,0.00,829.00
2015-01-06,P2,C4,IMMEDIATE,729.52,2,729.52,729.52,0.00,0.00,729.52
2015-01-06,P2,C6,DEFERRED,829,2,829.00,829.00,0.00,0.00,829.00
2015-01-06,P2,C6,IMMEDIATE,829,2,829.00,829.00,0.00,0.00,829.00
2015-01-06,P6,C1,DEFERRED,2029.9,2,2029.90,2029.90,0.00,0.00,2029.90
2015-01-06,P6,C1,DEFERRED,2030,2,2030.00,2030.00,0.00,0.00,2030.00
2015-01-06,P6,C1,IMMEDIATE,2029.9,2,2029.90,2029.90,0.00,0.00,2029.90
2015-01-06,P6,C1,IMMEDIATE,2030,2,2030.00,2030.00,0.00,0.00,2030.00
2015-01-06,P6,C2,DEFERRED,2029.9,1,2029.90,2029.90,0.00,0.00,2029.90
2015-01-06,P6,C2,DEFERRED,2030,1,2030.00,2030.00,0.00,0.00,2030.00
2015-01-06,P6,C2,DEFERRED,2039,1,2039.00,2039.00,0.00,0.00,2039.00
2015-01-06,P6,C2,IMMEDIATE,2029.9,1,2029.90,2029.90,0.00,0.00,2029.90
2015-01-06,P6,C2,IMMEDIATE,2030,1,2030.00,2030.00,0.00,0.00,2030.00
2015-01-06,P6,C2,IMMEDIATE,2039,1,2039.00,2039.00,0.00,0.00,2039.00
2015-01-06,P6,C3,DEFERRED,2029.9,1,2029.90,2029.90,0.00,0.00,2029.90
2015-01-06,P6,C3,DEFERRED,2030,1,2030.00,2030.00,0.00,0.00,2030.00
2015-01-06,P6,C3,DEFERRED,2039,1,2039.00,2039.00,0.00,0.00,2039.00
2015-01-06,P6,C3,IMMEDIATE,2029.9,1,2029.90,2029.90,0.00,0.00,2029.90
2015-01-06,P6,C3,IMMEDIATE,2030,1,2030.00,2030.00,0.00,0.00,2030.00
2015-01-06,P6,C3,IMMEDIATE,2039,1,2039.00,2039.00,0.00,0.00,2039.00
2015-01-06,P6,C4,DEFERRED,1799,1,1799.00,1799.00,0.00,0.00,1799.00
2015-01-06,P6,C4,DEFERRED,2199,1,2199.00,2199.00,0.00,0.00,2199.00
2015-01-06,P6,C4,IMMEDIATE,1799,1,1799.00,1799.00,0.00,0.00,1799.00
2015-01-06,P6,C4,IMMEDIATE,1979.1,1,1979.10,1979.10,0.00,0.00,1979.10
2015-01-06,P6,C6,DEFERRED,2229,2,2229.00,2229.00,0.00,0.00,2229.00
2015-01-06,P6,C6,DEFERRED,2799.9,2,2799.90,2799.90,0.00,0.00,2799.90
2015-01-06,P6,C6,IMMEDIATE,2229,2,2229.00,2229.00,0.00,0.00,2229.00
2015-01-06,P6,C6,IMMEDIATE,2799.9,2,2799.90,2799.90,0.00,0.00,2799.90
2015-01-06,P7,C3,DEFERRED,1099,1,1099.00,1099.00,0.00,0.00,1099.00
2015-01-06,P7,C3,IMMEDIATE,1099,1,1099.00,1099.00,0.00,0.00,1099.00
2015-01-06,P7,C4,DEFERRED,799,4,799.00,799.00,0.00,0.00,799.00
2015-01-06,P7,C4,IMMEDIATE,703.12,4,703.12,703.12,0.00,0.00,703.12
2015-01-06,P7,C5,DEFERRED,799,1,799.00,799.00,0.00,0.00,799.00
2015-01-06,P7,C5,IMMEDIATE,759.05,1,759.05,759.05,0.00,0.00,759.05
2015-01-06,P7,C6,DEFERRED,799,2,799.00,799.00,0.00,0.00,799.00
2015-01-06,P7,C6,IMMEDIATE,799,2,799.00,799.00,0.00,0.00,799.00
2015-01-07,P2,C1,DEFERRED,829,2,829.00,829.00,0.00,0.00,829.00
2015-01-07,P2,C1,IMMEDIATE,762.68,2,762.68,762.68,0.00,0.00,762.68
2015-01-07,P2,C2,DEFERRED,828,2,828.00,828.00,0.00,0.00,828.00
2015-01-07,P2,C2,IMMEDIATE,828,2,828.00,828.00,0.00,0.00,828.00
2015-01-07,P2,C3,DEFERRED,828,2,828.00,828.00,0.00,0.00,828.00
2015-01-07,P2,C3,IMMEDIATE,828,2,828.00,828.00,0.00,0.00,828.00
2015-01-07,P2,C4,DEFERRED,829,2,829.00,829.00,0.00,0.00,829.00
2015-01-07,P2,C4,IMMEDIATE,729.52,2,729.52,729.52,0.00,0.00,729.52
2015-01-07,P2,C6,DEFERRED,829,2,829.00,829.00,0.00,0.00,829.00
2015-01-07,P2,C6,IMMEDIATE,829,2,829.00,829.00,0.00,0.00,829.00
2015-01-07,P6,C1,DEFERRED,2029.79,2,2029.79,2029.79,0.00,0.00,2029.79
2015-01-07,P6,C1,DEFERRED,2029.8,1,2029.80,2029.80,0.00,0.00,2029.80
2015-01-07,P6,C1,DEFERRED,2099,1,2099.00,2099.00,0.00,0.00,2099.00
2015-01-07,P6,C1,IMMEDIATE,2029.79,2,2029.79,2029.79,0.00,0.00,2029.79
2015-01-07,P6,C1,IMMEDIATE,2029.8,1,2029.80,2029.80,0.00,0.00,2029.80
2015-01-07,P6,C1,IMMEDIATE,2099,1,2099.00,2099.00,0.00,0.00,2099.00
2015-01-07,P6,C2,DEFERRED,1826.86,1,1826.86,1826.86,0.00,0.00,1826.86
2015-01-07,P6,C2,DEFERRED,1914.8,2,1914.80,1914.80,0.00,0.00,1914.80
2015-01-07,P6,C2,DEFERRED,1979.1,1,1979.10,1979.10,0.00,0.00,1979.10
2015-01-07,P6,C2,IMMEDIATE,1723.32,2,1723.32,1723.32,0.00,0.00,1723.32
2015-01-07,P6,C2,IMMEDIATE,1826.86,1,1826.86,1826.86,0.00,0.00,1826.86
2015-01-07,P6,C2,IMMEDIATE,1979.1,1,1979.10,1979.10,0.00,0.00,1979.10
2015-01-07,P6,C3,DEFERRED,1723.41,1,1723.41,1723.41,0.00,0.00,1723.41
2015-01-07,P6,C3,DEFERRED,1826.86,1,1826.86,1826.86,0.00,0.00,1826.86
2015-01-07,P6,C3,DEFERRED,1914.8,1,1914.80,1914.80,0.00,0.00,1914.80
2015-01-07,P6,C3,DEFERRED,2029.8,1,2029.80,2029.80,0.00,0.00,2029.80
2015-01-07,P6,C3,IMMEDIATE,1723.32,1,1723.32,1723.32,0.00,0.00,1723.32
2015-01-07,P6,C3,IMMEDIATE,1723.41,1,1723.41,1723.41,0.00,0.00,1723.41
2015-01-07,P6,C3,IMMEDIATE,1826.86,1,1826.86,1826.86,0.00,0.00,1826.86
2015-01-07,P6,C3,IMMEDIATE,2029.8,1,2029.80,2029.80,0.00,0.00,2029.80
2015-01-07,P6,C4,DEFERRED,2199,2,2199.00,2199.00,0.00,0.00,2199.00
2015-01-07,P6,C4,IMMEDIATE,1979.1,2,1979.10,1979.10,0.00,0.00,1979.10
2015-01-07,P6,C6,DEFERRED,2229,2,2229.00,2229.00,0.00,0.00,2229.00
2015-01-07,P6,C6,DEFERRED,2799.9,2,2799.90,2799.90,0.00,0.00,2799.90
2015-01-07,P6,C6,IMMEDIATE,2229,2,2229.00,2229.00,0.00,0.00,2229.00
2015-01-07,P6,C6,IMMEDIATE,2799.9,2,2799.90,2799.90,0.00,0.00,2799.90
2015-01-07,P7,C1,DEFERRED,798,1,798.00,798.00,0.00,0.00,798.00
2015-01-07,P7,C1,IMMEDIATE,798,1,798.00,798.00,0.00,0.00,798.00
2015-01-07,P7,C2,DEFERRED,798,1,798.00,798.00,0.00,0.00,798.00
2015-01-07,P7,C2,IMMEDIATE,798,1,798.00,798.00,0.00,0.00,798.00
2015-01-07,P7,C3,DEFERRED,798,1,798.00,798.00,0.00,0.00,798.00
2015-01-07,P7,C3,DEFERRED,1099,1,1099.00,1099.00,0.00,0.00,1099.00
2015-01-07,P7,C3,IMMEDIATE,798,1,798.00,798.00,0.00,0.00,798.00
2015-01-07,P7,C3,IMMEDIATE,1099,1,1099.00,1099.00,0.00,0.00,1099.00
2015-01-07,P7,C4,DEFERRED,799,4,799.00,799.00,0.00,0.00,799.00
2015-01-07,P7,C4,IMMEDIATE,687.14,2,687.14,687.14,0.00,0.00,687.14
2015-01-07,P7,C4,IMMEDIATE,703.12,2,703.12,703.12,0.00,0.00,703.12
2015-01-07,P7,C6,DEFERRED,799,1,799.00,799.00,0.00,0.00,799.00
2015-01-07,P7,C6,IMMEDIATE,799,1,799.00,799.00,0.00,0.00,799.00
2015-01-08,P2,C1,DEFERRED,828,1,828.00,828.00,0.00,0.00,828.00
2015-01-08,P2,C1,DEFERRED,829,1,829.00,829.00,0.00,0.00,829.00
2015-01-08,P2,C1,IMMEDIATE,828,1,828.00,828.00,0.00,0.00,828.00
2015-01-08,P2,C1,IMMEDIATE,829,1,829.00,829.00,0.00,0.00,829.00
2015-01-08,P2,C2,DEFERRED,828,1,828.00,828.00,0.00,0.00,828.00
2015-01-08,P2,C2,DEFERRED,829,1,829.00,829.00,0.00,0.00,829.00
2015-01-08,P2,C2,IMMEDIATE,828,1,828.00,828.00,0.00,0.00,828.00
2015-01-08,P2,C2,IMMEDIATE,829,1,829.00,829.00,0.00,0.00,829.00
2015-01-08,P2,C3,DEFERRED,829,2,829.00,829.00,0.00,0.00,829.00
2015-01-08,P2,C3,IMMEDIATE,829,2,829.00,829.00,0.00,0.00,829.00
2015-01-08,P2,C4,DEFERRED,829,2,829.00,829.00,0.00,0.00,829.00
2015-01-08,P2,C4,IMMEDIATE,729.52,2,729.52,729.52,0.00,0.00,729.52
2015-01-08,P2,C6,DEFERRED,829,2,829.00,829.00,0.00,0.00,829.00
2015-01-08,P2,C6,IMMEDIATE,829,2,829.00,829.00,0.00,0.00,829.00
2015-01-08,P6,C1,DEFERRED,2028.9,1,2028.90,2028.90,0.00,0.00,2028.90
2015-01-08,P6,C1,DEFERRED,2029,1,2029.00,2029.00,0.00,0.00,2029.00
2015-01-08,P6,C1,DEFERRED,2087.99,1,2087.99,2087.99,0.00,0.00,2087.99
2015-01-08,P6,C1,DEFERRED,2099,1,2099.00,2099.00,0.00,0.00,2099.00
2015-01-08,P6,C1,IMMEDIATE,2028.9,1,2028.90,2028.90,0.00,0.00,2028.90
2015-01-08,P6,C1,IMMEDIATE,2029,1,2029.00,2029.00,0.00,0.00,2029.00
2015-01-08,P6,C1,IMMEDIATE,2087.99,1,2087.99,2087.99,0.00,0.00,2087.99
2015-01-08,P6,C1,IMMEDIATE,2099,1,2099.00,2099.00,0.00,0.00,2099.00
2015-01-08,P6,C2,DEFERRED,1826.86,1,1826.86,1826.86,0.00,0.00,1826.86
2015-01-08,P6,C2,DEFERRED,1835.1,1,1835.10,1835.10,0.00,0.00,1835.10
2015-01-08,P6,C2,DEFERRED,2028.9,1,2028.90,2028.90,0.00,0.00,2028.90
2015-01-08,P6,C2,DEFERRED,2029,1,2029.00,2029.00,0.00,0.00,2029.00
2015-01-08,P6,C2,IMMEDIATE,1826.86,1,1826.86,1826.86,0.00,0.00,1826.86
2015-01-08,P6,C2,IMMEDIATE,1835.1,1,1835.10,1835.10,0.00,0.00,1835.10
2015-01-08,P6,C2,IMMEDIATE,2028.9,1,2028.90,2028.90,0.00,0.00,2028.90
2015-01-08,P6,C2,IMMEDIATE,2029,1,2029.00,2029.00,0.00,0.00,2029.00
2015-01-08,P6,C3,DEFERRED,1826.86,1,1826.86,1826.86,0.00,0.00,1826.86
2015-01-08,P6,C3,DEFERRED,1835.1,1,1835.10,1835.10,0.00,0.00,1835.10
2015-01-08,P6,C3,DEFERRED,2028.9,1,2028.90,2028.90,0.00,0.00,2028.90
2015-01-08,P6,C3,DEFERRED,2029,1,2029.00,2029.00,0.00,0.00,2029.00
2015-01-08,P6,C3,IMMEDIATE,1826.86,1,1826.86,1826.86,0.00,0.00,1826.86
2015-01-08,P6,C3,IMMEDIATE,1835.1,1,1835.10,1835.10,0.00,0.00,1835.10
